0,0,0.0
1,0,53.6521180452
2,0,52.7796968097
3,0,53.359382845
4,0,51.9299132396
5,0,53.4900706363
6,0,52.8520103786
7,0,53.6828372111
8,0,51.4762262023
9,0,53.3515048394
10,0,52.7205572462
11,0,53.5638306311
12,0,51.7772796641
13,0,53.195407963
14,0,52.3650830049
15,0,53.0245273748
16,0,49.6047890752
17,0,53.7146066669
18,0,52.9194549662
19,0,53.7547612415
20,0,52.4362090872
21,0,53.7121181684
22,0,53.0619838691
23,0,53.8807664639
24,0,51.8990345015
25,0,53.8818914011
26,0,53.1920305295
27,0,53.9979069828
28,0,52.2970780154
29,0,53.535157081
30,0,52.7271676963
31,0,53.6608569366
32,0,50.1577459461
33,0,54.3988446043
34,0,53.694927991
35,0,54.3254149407
36,0,53.1028715648
37,0,54.6576216187
38,0,54.0044131355
39,0,54.8780060329
40,0,52.077402252
41,0,54.159033105
42,0,53.3139260145
43,0,54.1474681749
44,0,52.4090246336
45,0,53.7703956396
46,0,52.9690885739
47,0,53.7783789332
48,0,49.9182255159
49,0,52.4207507631
50,0,51.726688611
51,0,52.3097227557
52,0,51.2755193383
53,0,52.5802402032
54,0,51.9444212327
55,0,52.5504768917
56,0,50.2308644591
57,0,52.14900401
58,0,51.4826701319
59,0,52.1701040415
60,0,50.6466917788
61,0,52.0291272614
62,0,51.1814663902
63,0,51.8652232567
64,0,47.4959546716
65,0,51.5193478997
66,0,50.686090112
67,0,51.5213707928
68,0,49.762782228
69,0,51.1058252038
70,0,50.4426361514
71,0,51.1031738239
72,0,49.3834933545
73,0,52.1649720499
74,0,51.5221945166
75,0,52.2065570023
76,0,50.5690938202
77,0,52.0632933242
78,0,51.2116947607
79,0,52.0301912801
80,0,49.4125990248
81,0,52.7974233098
82,0,52.0992902648
83,0,52.8016279512
84,0,51.5483475215
85,0,53.2562144996
86,0,52.4356626839
87,0,53.0620765456
88,0,50.9681664496
89,0,53.2367586748
90,0,52.5631106452
91,0,53.1902094774
92,0,52.0328219441
93,0,53.449144879
94,0,52.5737763463
95,0,53.3622487259
96,0,45.9047830816
97,0,50.002734727
98,0,49.1871336867
99,0,49.7692626571
100,0,48.6371657654
101,0,50.2112477046
102,0,49.2843878744
103,0,50.0668027949
104,0,47.639771369
105,0,50.043367145
106,0,49.4050867637
107,0,50.1808289287
108,0,48.5413501357
109,0,50.0203554667
110,0,49.3357212583
111,0,50.1707376605
112,0,45.3498055936
113,0,49.8331809745
114,0,48.8993252176
115,0,49.5694475011
116,0,47.9285119397
117,0,49.9021947542
118,0,49.0824354556
119,0,49.934497696
120,0,46.8485230828
121,0,48.8837088966
122,0,48.2091075225
123,0,49.0905911775
124,0,47.3292057501
125,0,48.4430184042
126,0,47.7795316496
127,0,48.4521580512
0,1,17.0217906572
1,1,101.096936794
2,1,101.240807332
3,1,100.538512148
4,1,100.555350998
5,1,100.925512776
6,1,100.732590097
7,1,100.887625758
8,1,100.998394042
9,1,100.078279171
10,1,99.962184715
11,1,99.8207106332
12,1,99.8350292193
13,1,100.445711091
14,1,100.283641396
15,1,100.609785803
16,1,100.614699854
17,1,98.8193673386
18,1,98.6541675689
19,1,98.2346517252
20,1,98.1853721584
21,1,97.7910324441
22,1,97.8783322684
23,1,98.0400402425
24,1,98.2158663689
25,1,98.5404573884
26,1,98.5492911091
27,1,98.3616861322
28,1,98.4176351003
29,1,98.1137624626
30,1,97.9859748277
31,1,98.7489578415
32,1,98.7476912617
33,1,91.3280178679
34,1,91.2700370595
35,1,91.1173586398
36,1,90.9125011068
37,1,91.1334899115
38,1,91.0198977971
39,1,91.2029349845
40,1,91.3415766538
41,1,91.9106249359
42,1,92.0870131896
43,1,91.829722184
44,1,91.8960729009
45,1,92.6368039079
46,1,92.4859210078
47,1,92.8871014504
48,1,92.8627311294
49,1,92.5362974911
50,1,92.361708984
51,1,92.4890165281
52,1,92.365677273
53,1,93.0502918117
54,1,93.1492694029
55,1,93.550267998
56,1,93.5873888656
57,1,93.6770470188
58,1,93.6236859022
59,1,94.0923326427
60,1,94.1018678982
61,1,93.6879055835
62,1,93.5372031041
63,1,93.7410536849
64,1,94.0911711704
65,1,86.7985531515
66,1,86.9679788136
67,1,86.5093814592
68,1,86.3325418285
69,1,86.5054595715
70,1,86.3371866363
71,1,87.0754849977
72,1,87.1216546973
73,1,88.6388672435
74,1,88.554534101
75,1,88.8930099956
76,1,88.8255623287
77,1,88.1109210448
78,1,88.1262716266
79,1,87.9187191711
80,1,88.1679400417
81,1,87.6880646298
82,1,87.6243516489
83,1,87.4439843109
84,1,87.4919660234
85,1,88.0740270578
86,1,88.2244927152
87,1,88.2096796459
88,1,88.3044416248
89,1,87.5716201197
90,1,87.3887950982
91,1,87.0850526175
92,1,87.1182875856
93,1,87.4727259661
94,1,87.5186637296
95,1,87.2380788112
96,1,87.130918542
97,1,82.5632708918
98,1,82.7183414865
99,1,82.8613299124
100,1,82.7485153644
101,1,81.8457791167
102,1,82.0220064546
103,1,82.2126084789
104,1,82.4600133117
105,1,83.0290284313
106,1,82.8534525757
107,1,83.2822392528
108,1,83.2427612511
109,1,82.4354101207
110,1,82.393819201
111,1,82.2300357018
112,1,82.0905689317
113,1,83.9026525503
114,1,83.6832272617
115,1,83.5708808771
116,1,83.536832311
117,1,84.2960114903
118,1,84.4370148774
119,1,84.7680444598
120,1,84.797490605
121,1,84.8977813726
122,1,84.9580679613
123,1,85.1754890748
124,1,85.1549998616
125,1,84.2734220288
